=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.12.03 16:47:37 =~=~=~=~=~=~=~=~=~=~=~=
#		Counts		tmeasure=1
1		5000001
2		5000001
3		4999992
4		5000002
5		5000001
6		5000002
7		5000001
8		5000002
9		5000001
10		5000000
11		5000002
12		5000001
13		5000002
14		5000001
15		5000002
16		3622771
17		763226
18		4472755
19		5000002
20		5000001
21		5000002
22		5000001
23		5000000
24		5000002
25		5000001
26		5000001
27		5000001
28		5000002
29		5000000
30		5000001
31		5000002
32		5000002
33		5000000
34		5000001
35		5000002
36		5000000
37		5000001
38		5000000
39		5000002
40		5000000
41		5000001
42		5000002
43		5000002
44		4999984
45		5000002
46		5000002
47		5000002
48		5000002
49		5000001
50		5000002
51		5000002
52		5000000
53		5000001
54		5000002
55		5000001
56		5000001
57		5000002
58		5000002
59		5000002
60		5000002
61		5000000
62		5000001
63		5000002
64		5000002
65		5000001
66		5000001
67		5000001
68		5000002
69		5000002
70		5000001
71		5000002
72		5000001
73		5000001
74		5000001
75		5000002
76		5000001
77		5000001
78		5000001
79		5000001
80		5000001
81		5000002
82		5000001
83		5000024
84		5000001
85		5000001
86		5000002
87		5000002
88		5000001
89		5000000
90		5000001
91		5000001
92		5000000
93		5000001
94		5000001
95		5000001
96		5000001
97		5000002
98		5000003
99		5000001
100		5000001
101		5000001
102		5000002
103		5000001
104		5000002
105		5000002
106		5000001
107		5000001
108		5000001
109		5000001
110		5000001
111		5000002
112		5000002
113		5000002
114		5000001
115		5000001
116		5000001
117		5000001
118		5000002
119		5000002
120		5000001
121		5000002
122		5000002
123		5000001
124		5000001
125		5000001
126		5000001
127		5000001
128		5000002
129		5000002
130		5000002
131		5000000
132		5000001
133		5000002
134		5000002
135		5000002
136		5000000
137		5000000
138		5000001
139		5000002
140		5000002
141		5000000
142		5000001
143		5000001
144		5000001
145		5000002
146		5000000
147		5000002
148		5000000
149		5000001
150		5000001
151		5000002
152		5000000
153		5000001
154		5000002
155		5000001
156		5000002
157		5000002
158		5000002
159		5000001
160		5000002
161		5000001
162		5000001
163		5000002
164		5000001
165		5000002
166		5000001
167		5000002
168		5000002
169		5000001
170		5000002
171		5000002
172		5000001
173		5000001
174		5000002
175		5000000
176		5000001
177		5000000
178		5000001
179		5000001
180		5000002
181		5000002
182		5000002
183		5000001
184		5000003
185		5000001
186		5000001
187		5000002
188		5000002
189		5000002
190		5000001
191		5000001
192		5000002
193		5000002
194		5000003
195		5000000
196		5000001
197		5000002
198		5000002
199		5000002
200		5000001
201		5000001
202		5000001
203		5000002
204		5000002
205		5000002
206		5000001
207		5000002
208		5000002
209		5000002
210		5000002
211		5000001
212		5000002
213		5000001
214		5000001
215		5000001
216		5000001
217		5000003
218		5000000
219		5000002
220		5000002
221		5000001
222		5000001
223		5000001
224		5000001
225		5000001
226		5000002
227		5000002
228		5000001
229		5000002
230		5000001
231		5000002
232		5000002
233		5000002
234		5000002
235		5000002
236		5000001
237		5000002
238		5000002
239		5000001
240		5000002
241		5000002
242		5000001
243		5000002
244		5000001
245		5000002
246		5000001
247		5000001
248		5000001
249		5000001
250		5000001
251		5000001
252		5000002
253		5000000
254		5000001
255		5000002
256		5000002
257		4999985
258		5000002
259		5000001
260		5000002
261		5000001
262		5000000
263		5000002
264		5000000
265		5000002
266		5000001
267		5000002
268		5000002
269		5000000
270		5000002
271		5000001
272		5000001
273		5000002
274		5000002
275		5000002
276		5000002
277		5000002
278		5000001
279		5000000
280		5000002
281		5000002
282		5000002
283		5000002
284		5000002
285		5000002
286		5000000
287		5000002
288		5000001
289		164369
290		5000002
291		4999999
292		5000001
293		5000001
294		5000002
295		5000002
296		5000003
297		5000032
298		5000001
299		5000001
300		5000002
301		5000002
302		5000000
303		5000001
304		5000002
305		5000002
306		5000001
307		5000002
308		5000001
309		5000001
310		5000002
311		5000000
312		5000002
313		5000001
314		5000001
315		5000002
316		5000001
317		5000002
318		5000002
319		5000002
320		5000001
321		5000001
322		928576
323		599593
324		5000001
325		5000001
326		5000000
327		5000001
328		5000001
329		5000001
330		5000002
331		5000002
332		5000000
333		5000002
334		5000001
335		5000000
336		5000002
337		5000000
338		5000002
339		5000001
340		5000002
341		5000001
342		5000000
343		5000002
344		5000001
345		5000002
346		5000002
347		5000002
348		5000001
349		5000001
350		5000002
351		5000001
352		5000000
353		5000001
354		5000000
355		5000000
356		5000001
357		5000000
358		5000001
359		5000002
360		5000002
361		5000000
362		5000002
363		5000002
364		5000002
365		5000002
366		5000001
367		5000002
368		5000002
369		5000002
370		5000002
371		5000002
372		5000002
373		5000001
374		5000001
375		5000002
376		5000002
377		5000002
378		5000001
379		5000002
380		5000001
381		5000001
382		5000001
383		5000000
384		5000000
385		5000001
386		5000000
387		5000001
388		5000001
389		5000002
390		5000002
391		5000001
392		5000001
393		5000002
394		5000001
395		5000001
396		5000001
397		5000001
398		5000002
399		5000001
400		5000002
401		5000000
402		5000001
403		5000001
404		4999999
405		5000001
406		5000003
407		5000002
408		5000002
409		5000001
410		5000001
411		5000002
412		5000001
413		5000001
414		5000000
415		5000001
416		5000001
417		5000002
418		5000000
419		5000001
420		5000000
421		5000001
422		5000001
423		5000002
424		5000002
425		5000002
426		5000001
427		5000001
428		5000002
429		5000001
430		5000002
431		5000001
432		5000001
433		4999987
434		5000002
435		5000002
436		5000001
437		5000002
438		5000002
439		5000002
440		5000002
441		5000002
442		5000001
443		5000002
444		5000001
445		5000002
446		5000000
447		5000000
448		5000002
449		5000000
450		5000001
451		5000001
452		5000001
453		5000001
454		5000002
455		5000001
456		5000002
457		5000001
458		5000002
459		5000003
460		5000001
461		5000002
462		5000002
463		5000002
464		5000001
465		5000001
466		5000001
467		5000001
468		5000002
469		5000001
470		5000001
471		5000001
472		5000032
473		5000001
474		5000002
475		5000002
476		5000001
477		5000001
478		5000001
479		5000002
480		5000001
481		5000002
482		5000002
483		5000001
484		5000001
485		5000000
486		5000001
487		5000001
488		5000002
489		5000001
490		5000002
491		5000000
492		5000001
493		5000002
494		5000001
495		5000002
496		5000000
497		5000002
498		5000001
499		5000003
500		5000000
501		5000001
502		5000002
503		5000001
504		5000002
505		5000002
506		5000002
507		5000003
508		5000002
509		5000001
510		5000002
511		5000001
512		5000001
513		5000001
514		5000002
515		5000001
516		5000002
517		5000001
518		5000001
519		5000000
520		5000002
521		5000001
522		5000002
523		5000001
524		5000001
525		5000001
526		5000002
527		5000001
528		5000001
529		5000002
530		5000002
531		5000002
532		5000000
533		5000001
534		5000002
535		5000001
536		5000001
537		5000000
538		5000002
539		5000001
540		5000001
541		5000002
542		5000002
543		5000001
544		5000002
545		5000001
546		5000002
547		5000001
548		5000003
549		5000002
550		5000001
551		5000001
552		5000002
553		5000002
554		5000001
555		5000001
556		5000002
557		5000001
558		5000002
559		5000000
560		5000003
561		5000000
562		5000001
563		5000001
564		5000002
565		5000002
566		5000002
567		5000002
568		5000002
569		5000002
570		5000001
571		5000000
572		5000002
573		5000001
574		5000001
575		5000002
576		5000002
577		5000001
578		5000002
579		5000001
580		5000002
581		5000002
582		5000002
583		5000000
584		5000001
585		5000001
586		5000002
587		5000001
588		5000001
589		5000002
590		5000002
591		5000002
592		5000001
593		5000001
594		5000002
595		5000001
596		5000001
597		5000002
598		5000002
599		5000003
600		5000001
601		5000001
602		5000002
603		5000001
604		5000001
605		5000001
606		5000007
607		5000001
608		5000002
609		5000001
610		5000000
611		5000002
612		5000001
613		5000002
614		5000001
615		5000002
616		5000002
617		5000001
618		5000001
619		5000002
620		5000000
621		5000001
622		5000001
623		5000002
624		5000001
625		5000001
626		5000001
627		5000002
628		5000000
629		5000000
630		5000002
631		5000001
632		5000002
633		5000001
634		5000002
635		5000002
636		5000002
637		5000002
638		5000002
639		5000001
640		5000001
641		5000001
642		5000002
643		5000001
644		5000002
645		5000000
646		4999998
647		5000002
648		5000001
649		5000002
650		5000001
651		5000002
652		5000002
653		5000002
654		5000000
655		5000001
